FBgn0031208	CR11023   	chr2L     	7529      	9484      	+         	7529      	1.35995948996221	in        	PcG1      	chr2L     	5001      	20000     
FBgn0031391	CG11723   	chr2L     	2145297   	2147275   	-         	2147275   	0.0392903590252209	43275out  	NA        	NA        	NA        	NA        
FBgn0027509	TBCD      	chr2L     	2147518   	2151664   	+         	2147518   	0.125041774945694	43518out  	NA        	NA        	NA        	NA        
FBgn0031392	AIF       	chr2L     	2151754   	2155389   	+         	2151754   	-0.0906962891167683	47754out  	NA        	NA        	NA        	NA        
FBgn0031393	CG15382   	chr2L     	2155753   	2156790   	+         	2155753   	0.7992767833238	51753out  	NA        	NA        	NA        	NA        
FBgn0000097	aop       	chr2L     	2156484   	2178754   	-         	2178754   	-0.0780785917029852	68246out  	NA        	NA        	NA        	NA        
FBgn0265017	lncRNA:CR43751	chr2L     	2181962   	2185495   	+         	2181962   	-0.216637588366564	65038out  	NA        	NA        	NA        	NA        
FBgn0266828	lncRNA:CR45290	chr2L     	2188620   	2189405   	-         	2189405   	1.22101269713643	57595out  	NA        	NA        	NA        	NA        
FBgn0031395	CG10874   	chr2L     	2189914   	2192386   	-         	2192386   	-0.0444680372193457	54614out  	NA        	NA        	NA        	NA        
FBgn0264874	asRNA:CR44065	chr2L     	2190191   	2191272   	+         	2190191   	0.0170716109862708	56809out  	NA        	NA        	NA        	NA        
FBgn0051668	CG31668   	chr2L     	2203721   	2206166   	-         	2206166   	3.54622601078923	40834out  	NA        	NA        	NA        	NA        
FBgn0031397	CG15385   	chr2L     	2209574   	2212571   	-         	2212571   	0.653822018424858	34429out  	NA        	NA        	NA        	NA        
FBgn0010288	Uch       	chr2L     	2212738   	2214211   	-         	2214211   	-0.0686766831601706	32789out  	NA        	NA        	NA        	NA        
FBgn0085203	CG34174   	chr2L     	2214266   	2215167   	+         	2214266   	-0.277621616192492	32734out  	NA        	NA        	NA        	NA        
FBgn0031398	daed      	chr2L     	2214972   	2216311   	-         	2216311   	-0.0285434891611061	30689out  	NA        	NA        	NA        	NA        
FBgn0031399	mio       	chr2L     	2217290   	2220625   	+         	2217290   	0.0314510724087729	29710out  	NA        	NA        	NA        	NA        
FBgn0031401	papi      	chr2L     	2220748   	2225544   	+         	2220748   	-0.0356676578123079	26252out  	NA        	NA        	NA        	NA        
FBgn0031403	CG15387   	chr2L     	2225545   	2226294   	-         	2226294   	-0.0544401792651953	20706out  	NA        	NA        	NA        	NA        
FBgn0267378	sau       	chr2L     	2226342   	2231099   	+         	2226342   	-0.168112100567517	20658out  	NA        	NA        	NA        	NA        
FBgn0264945	asRNA:CR44114	chr2L     	2226753   	2227604   	-         	2227604   	-0.0387541893579178	19396out  	NA        	NA        	NA        	NA        
FBgn0262126	Sec24CD   	chr2L     	2231106   	2236844   	-         	2236844   	-0.177937021043513	10156out  	NA        	NA        	NA        	NA        
FBgn0264979	CG4267    	chr2L     	2242378   	2245274   	+         	2242378   	2.74102480580764	4622out   	Null15    	chr2L     	2247000   	2290000   
FBgn0262106	lncRNA:CR42859	chr2L     	2245230   	2247383   	+         	2245230   	4.38667933220394	in        	Null15    	chr2L     	2247000   	2290000   
FBgn0031413	CG9967    	chr2L     	2308761   	2357356   	-         	2357356   	0.0161556936162381	in        	Active13  	chr2L     	2356000   	2376000   
FBgn0031414	eys       	chr2L     	2311680   	2358944   	+         	2311680   	0.75404987007783	in        	Active13  	chr2L     	2356000   	2376000   
FBgn0014010	Rab5      	chr2L     	2359142   	2365273   	-         	2365273   	-0.174338424481031	in        	Active13  	chr2L     	2356000   	2376000   
FBgn0261647	Axud1     	chr2L     	2365345   	2370137   	+         	2365345   	-0.10743851208857	in        	Active13  	chr2L     	2356000   	2376000   
FBgn0031417	CG3597    	chr2L     	2370152   	2371524   	-         	2371524   	-0.599324918468141	in        	Active13  	chr2L     	2356000   	2376000   
FBgn0031418	CG3609    	chr2L     	2372455   	2374627   	-         	2374627   	0.14392795601899	in        	Active13  	chr2L     	2356000   	2376000   
FBgn0031419	CG15390   	chr2L     	2374713   	2375697   	+         	2374713   	-0.0754040473717687	in        	Active13  	chr2L     	2356000   	2376000   
FBgn0031420	Atxn7     	chr2L     	2375841   	2380506   	+         	2375841   	-0.347195306762989	in        	Active13  	chr2L     	2356000   	2376000   
FBgn0264672	Eogt      	chr2L     	2381097   	2383073   	+         	2381097   	0.00205106147066849	in        	Null17    	chr2L     	2376000   	2414000   
FBgn0031422	PIG-Wa    	chr2L     	2383202   	2384747   	+         	2383202   	-0.105888516674332	in        	Null17    	chr2L     	2376000   	2414000   
FBgn0031426	CG18641   	chr2L     	2410624   	2415322   	-         	2415322   	1.19666932488632	in        	PcG8      	chr2L     	2414000   	2500000   
FBgn0051948	CG31948   	chr2L     	2415359   	2416720   	-         	2416720   	2.13132824592402	in        	PcG8      	chr2L     	2414000   	2500000   
FBgn0031428	CG9886    	chr2L     	2420830   	2424647   	+         	2420830   	-0.000852778763608586	in        	PcG8      	chr2L     	2414000   	2500000   
FBgn0266217	lncRNA:CR44912	chr2L     	2427050   	2427881   	-         	2427881   	-0.966695261267585	in        	PcG8      	chr2L     	2414000   	2500000   
FBgn0000490	dpp       	chr2L     	2428372   	2459823   	+         	2428372   	-0.2646977875258	in        	PcG8      	chr2L     	2414000   	2500000   
FBgn0264978	Slh       	chr2L     	2488197   	2492671   	-         	2492671   	-0.260870062710983	in        	PcG8      	chr2L     	2414000   	2500000   
FBgn0011818	oaf       	chr2L     	2492955   	2498846   	+         	2492955   	-0.0804706682631594	in        	PcG8      	chr2L     	2414000   	2500000   
FBgn0031432	Cyp309a1  	chr2L     	2562483   	2564830   	-         	2564830   	-0.284064558596005	in        	Null18    	chr2L     	2500000   	2723000   
FBgn0041337	Cyp309a2  	chr2L     	2564886   	2573037   	-         	2573037   	0.00860996949129975	in        	Null18    	chr2L     	2500000   	2723000   
FBgn0031434	insv      	chr2L     	2575280   	2576997   	-         	2576997   	0.265618142767358	in        	Null18    	chr2L     	2500000   	2723000   
FBgn0031435	Elba2     	chr2L     	2577687   	2579179   	+         	2577687   	0.406088586478108	in        	Null18    	chr2L     	2500000   	2723000   
FBgn0031436	ND-B17.2  	chr2L     	2579201   	2580172   	-         	2580172   	-0.211257747854659	in        	Null18    	chr2L     	2500000   	2723000   
FBgn0031437	Arpc5     	chr2L     	2580292   	2581423   	+         	2580292   	-0.0780348490264526	in        	Null18    	chr2L     	2500000   	2723000   
FBgn0026479	Drp1      	chr2L     	2581281   	2585430   	-         	2585430   	-0.0952211823888942	in        	Null18    	chr2L     	2500000   	2723000   
FBgn0031442	Prosbeta4R1	chr2L     	2653046   	2653926   	+         	2653046   	4.68719737193035	in        	Null18    	chr2L     	2500000   	2723000   
FBgn0026395	Or23a     	chr2L     	2654049   	2655462   	+         	2654049   	5.13014125627701	in        	Null18    	chr2L     	2500000   	2723000   
FBgn0051690	CG31690   	chr2L     	2677734   	2719431   	+         	2677734   	2.05985880134873	in        	Null18    	chr2L     	2500000   	2723000   
FBgn0031446	Trf5      	chr2L     	2695330   	2696437   	-         	2696437   	4.69739714016543	in        	Null18    	chr2L     	2500000   	2723000   
FBgn0031449	CG31689   	chr2L     	2725674   	2739830   	+         	2725674   	0.182483382765571	2674out   	Null18    	chr2L     	2500000   	2723000   
FBgn0031450	Hrs       	chr2L     	2739986   	2743377   	+         	2739986   	0.20751725708164	16986out  	NA        	NA        	NA        	NA        
FBgn0031451	CG9961    	chr2L     	2743375   	2744934   	-         	2744934   	-0.218905702650912	21934out  	NA        	NA        	NA        	NA        
FBgn0031452	Cwc25     	chr2L     	2745098   	2746944   	+         	2745098   	-0.0201452178001346	22098out  	NA        	NA        	NA        	NA        
FBgn0250906	Pgk       	chr2L     	2746880   	2753068   	-         	2753068   	-0.0696420252072097	16932out  	NA        	NA        	NA        	NA        
FBgn0031453	Bacc      	chr2L     	2752445   	2757975   	+         	2752445   	0.15162013220096	17555out  	NA        	NA        	NA        	NA        
FBgn0265997	lncRNA:CR44772	chr2L     	2757940   	2758176   	-         	2758176   	0.608596244449149	11824out  	NA        	NA        	NA        	NA        
FBgn0031456	Tnpo-SR   	chr2L     	2759924   	2763889   	+         	2759924   	-0.355927870663223	10076out  	NA        	NA        	NA        	NA        
FBgn0031457	Snx21     	chr2L     	2763416   	2765665   	-         	2765665   	0.238328621512062	4335out   	Null19    	chr2L     	2770000   	2803000   
FBgn0031458	aph-1     	chr2L     	2766233   	2767281   	+         	2766233   	0.0413841363405479	3767out   	Null19    	chr2L     	2770000   	2803000   
FBgn0026324	Taf10b    	chr2L     	2767286   	2767845   	-         	2767845   	-0.042791956705383	2155out   	Null19    	chr2L     	2770000   	2803000   
FBgn0028398	Taf10     	chr2L     	2767890   	2768612   	+         	2767890   	-0.272795580930447	2110out   	Null19    	chr2L     	2770000   	2803000   
FBgn0019830	colt      	chr2L     	2768590   	2770069   	-         	2770069   	-0.195221297517161	in        	Null19    	chr2L     	2770000   	2803000   
FBgn0031459	HINT1     	chr2L     	2770135   	2770904   	+         	2770135   	-0.257239873246808	in        	Null19    	chr2L     	2770000   	2803000   
FBgn0004242	Syt1      	chr2L     	2772327   	2799979   	-         	2799979   	-2.15784149675162	in        	Null19    	chr2L     	2770000   	2803000   
FBgn0031461	daw       	chr2L     	2805261   	2812376   	+         	2805261   	-0.101603062427371	in        	PcG9      	chr2L     	2803000   	2835000   
FBgn0031462	CG2964    	chr2L     	2812437   	2814429   	+         	2812437   	4.33580924944572	in        	PcG9      	chr2L     	2803000   	2835000   
FBgn0031463	G6P       	chr2L     	2814336   	2815760   	-         	2815760   	0.382423817303692	in        	PcG9      	chr2L     	2803000   	2835000   
FBgn0283531	Duox      	chr2L     	2815970   	2830248   	-         	2830248   	-0.109194417452599	in        	PcG9      	chr2L     	2803000   	2835000   
FBgn0031465	CG3123    	chr2L     	2823546   	2825506   	-         	2825506   	0.494950813461337	in        	PcG9      	chr2L     	2803000   	2835000   
FBgn0031466	CG3119    	chr2L     	2834887   	2837833   	-         	2837833   	0.668291911853266	in        	Null20    	chr2L     	2835000   	2857000   
FBgn0031468	CG2975    	chr2L     	2840124   	2842638   	+         	2840124   	0.76355517831508	in        	Null20    	chr2L     	2835000   	2857000   
FBgn0031470	CG18557   	chr2L     	2844601   	2845734   	-         	2845734   	-1.69507749357881	in        	Null20    	chr2L     	2835000   	2857000   
FBgn0031471	CG3117    	chr2L     	2845926   	2847212   	-         	2847212   	-2.05457200000115	in        	Null20    	chr2L     	2835000   	2857000   
FBgn0031473	CG3104    	chr2L     	2848989   	2855778   	-         	2855778   	0.488300175611481	in        	Null20    	chr2L     	2835000   	2857000   
FBgn0015521	RpS21     	chr2L     	2856070   	2857029   	+         	2856070   	0.00252235317975737	in        	Null20    	chr2L     	2835000   	2857000   
FBgn0031474	CG2991    	chr2L     	2857164   	2868548   	+         	2857164   	0.18347880327513	in        	Active14  	chr2L     	2857000   	2886000   
FBgn0051694	CG31694   	chr2L     	2868627   	2874489   	-         	2874489   	0.434177676402708	in        	Active14  	chr2L     	2857000   	2886000   
FBgn0031478	CG8814    	chr2L     	2874890   	2877168   	+         	2874890   	0.076715787299213	in        	Active14  	chr2L     	2857000   	2886000   
FBgn0031479	Prx6005   	chr2L     	2877091   	2878232   	-         	2878232   	-0.280623643624792	in        	Active14  	chr2L     	2857000   	2886000   
FBgn0051950	Sbat      	chr2L     	2878344   	2879001   	+         	2878344   	-0.0588544066438242	in        	Active14  	chr2L     	2857000   	2886000   
FBgn0028970	betaggt-II	chr2L     	2879112   	2880708   	+         	2879112   	-0.109138594212927	in        	Active14  	chr2L     	2857000   	2886000   
FBgn0024947	NTPase    	chr2L     	2880704   	2885850   	-         	2885850   	0.0627543699816214	in        	Active14  	chr2L     	2857000   	2886000   
FBgn0041111	lilli     	chr2L     	2885929   	2954406   	+         	2885929   	-0.0598021268571228	in        	Active14  	chr2L     	2857000   	2886000   
FBgn0010263	Rbp9      	chr2L     	2954762   	2968434   	+         	2954762   	2.59131516238205	in        	Null21    	chr2L     	2886000   	2956000   
FBgn0024920	Ts        	chr2L     	2968293   	2969638   	-         	2969638   	-0.131466985963175	in        	Active15  	chr2L     	2956000   	2999000   
FBgn0004584	Rrp1      	chr2L     	2969773   	2972508   	-         	2972508   	-0.0406252988740088	in        	Active15  	chr2L     	2956000   	2999000   
FBgn0260639	gammaTub23C	chr2L     	2972891   	2974858   	+         	2972891   	-0.0355735814929822	in        	Active15  	chr2L     	2956000   	2999000   
FBgn0031483	CG9641    	chr2L     	2974859   	2976862   	-         	2976862   	0.0604805826905031	in        	Active15  	chr2L     	2956000   	2999000   
FBgn0031484	CG3165    	chr2L     	2977122   	2978500   	+         	2977122   	0.179420275892605	in        	Active15  	chr2L     	2956000   	2999000   
FBgn0031485	CG9643    	chr2L     	2978411   	2979288   	-         	2979288   	-0.320706724244622	in        	Active15  	chr2L     	2956000   	2999000   
FBgn0250786	Chd1      	chr2L     	2979562   	2987723   	-         	2987723   	-0.104972438400638	in        	Active15  	chr2L     	2956000   	2999000   
FBgn0025109	Bem46     	chr2L     	2988116   	2990075   	+         	2988116   	-0.045031488401867	in        	Active15  	chr2L     	2956000   	2999000   
