seqnames	start	end	width	strand	Conc	Conc_WD_SUMOnub	Conc_WD_NOnub	Fold	p.value	FDR	WD_SUMOnub1	WD_SUMOnub2	WD_SUMOnub3	WD_NOnub1	WD_NOnub2	WD_NOnub3
chr2L	12513463	12514494	1032	*	6.39973913036107	5.76386718709382	6.83957314483113	-1.04078491144287	0.00129837278449031	0.00214397967490195	42.4	36.31	84.31	122.75	114.42	106.41
chr3L	16041421	16041653	233	*	4.72800365773693	3.75551437449612	5.30367809338608	-1.49628109584444	0.00141060247263728	0.00232532762554199	18.37	5.48	16.67	34.62	48.18	35.69
chr3L	9003904	9004201	298	*	4.84740567483639	4.06655474921098	5.35123939475916	-1.21913834443355	0.00143745880552876	0.00236556253175601	16.96	13.7	19.61	44.07	46.67	31.73
chrX	9684533	9684840	308	*	4.26149272193086	3.2460969851688	4.85155083992435	-1.48368050762919	0.00152748259270568	0.00250943568801648	8.48	8.22	11.76	25.18	37.64	23.79
chr2R	14074973	14075256	284	*	4.98394572841655	4.29726382984877	5.44727405813374	-1.10647251658983	0.0015315282435005	0.00251181032805005	16.96	18.5	23.53	37.77	48.18	44.94
chr2L	73643	74042	400	*	5.33175808366265	4.42112981811916	5.88565586213081	-1.36194703722494	0.00155181139741404	0.00253791423318603	9.89	17.13	37.25	51.93	69.26	56.18
chr2R	20914092	20914643	552	*	5.80334178778586	4.97522537728317	6.32613661543716	-1.27137491877391	0.0015526990805517	0.00253791423318603	14.13	32.2	48.03	66.1	76.78	97.82
chr2R	17819736	17820055	320	*	4.20216825024417	2.7383404239432	4.91363675151298	-1.91909047638869	0.00156134253402317	0.00254773122950403	4.24	2.06	13.72	39.34	28.61	22.47
chr2L	439120	439591	472	*	5.48417380175196	4.13629948708685	6.16866000074196	-1.79853221041533	0.00158081051465268	0.00257514832572427	1.41	15.07	36.27	64.52	75.28	76.01
chr4	610432	611315	884	*	6.03491046968084	5.34407127210305	6.50010826160447	-1.08421573937129	0.00166443693574504	0.00270681158237324	36.74	45.9	39.21	121.18	94.85	55.52
chr3R	27185925	27186147	223	*	4.48012649410477	3.26288938094897	5.13079399445677	-1.75854748117598	0.00181789669359992	0.00295140874960929	19.79	4.11	4.9	39.34	40.65	25.12
chr2R	24342370	24342706	337	*	5.34935583475848	4.69324667896765	5.79869277575024	-1.06197476752272	0.00182890510545905	0.00296429921455276	24.02	21.24	32.35	69.25	48.18	49.57
chr2L	22981897	22982235	339	*	4.96393378759265	4.18070490829671	5.46874243016135	-1.18972160975889	0.00183843437886551	0.00297475311555123	11.31	20.55	22.55	55.08	36.13	41.64
chr2L	3787395	3787797	403	*	5.022552316463	4.2458812683843	5.52466684997579	-1.23177727456469	0.0018485486085648	0.00298185466877238	19.79	11.65	25.49	44.07	55.71	38.33
chr3L	12625428	12625553	126	*	3.69278779862465	1.50524195941798	4.52505034605366	-2.29320978650074	0.00184899683912491	0.00298185466877238	0	7.54	0.98	33.05	13.55	22.47
chr3R	25095633	25096095	463	*	4.9433624924326	4.21461043073795	5.42525486898114	-1.18090591943418	0.00186231179662161	0.0029979184483744	25.44	18.5	11.76	48.79	39.14	40.98
chr3L	1368061	1368431	371	*	4.97219574907283	4.23771540065093	5.45655615895771	-1.12575486838494	0.0018651645833054	0.0029979184483744	12.72	23.29	20.59	48.79	40.65	42.3
chr2R	11575437	11576149	713	*	6.02989551870585	5.46762148935817	6.43345356070369	-0.94211130766891	0.00188505509809397	0.00302291861411541	46.64	32.2	53.92	97.57	90.33	71.38
chr3R	32072812	32073019	208	*	4.66794429335378	3.84178123234495	5.18997259911877	-1.27584739793902	0.00188697714732049	0.00302291861411541	16.96	12.33	13.72	40.92	42.16	26.44
chr2L	22133981	22134619	639	*	5.49038249544293	4.89819211753269	5.9090203991881	-0.959109273430211	0.00189878686850387	0.00303680151485884	24.02	30.14	35.29	64.52	60.22	55.52
chrX	18312218	18312595	378	*	4.97938669855003	4.2569002064942	5.4585634341079	-1.19736586384085	0.00194103990859385	0.0030992471928953	28.26	14.39	14.7	37.77	51.19	42.96
chr2R	1515259	1516545	1287	*	3.95959199780323	4.83254606683693	1.39119086457398	2.60139025501999	0.00198900858575016	0.00317059784461164	52.29	25.35	7.84	7.87	0	0
chr3L	11369428	11369692	265	*	4.39147662828185	3.43037372297496	4.96323683843559	-1.41663272639546	0.00202479632380152	0.00322232825171707	7.07	9.59	15.68	37.77	24.09	31.73
chr3R	23148051	23148092	42	*	3.29531810889098	1.36670832307399	4.09217981329465	-2.15029798001451	0.00209319595221344	0.00332570277933912	0	4.8	2.94	17.31	12.04	21.81
chr2L	12586091	12586417	327	*	4.33901609210079	3.18996339399769	4.97042660984451	-1.5746836559664	0.00214168946853026	0.0033971626052549	8.48	13.02	5.88	40.92	34.63	18.51
chr2L	11184599	11184979	381	*	5.23591565684966	4.56856710314339	5.69044655079285	-1.10947165943614	0.00217975064406234	0.00345186741338396	32.5	23.98	14.7	55.08	43.66	56.18
chr3L	13487106	13487411	306	*	4.82524958457318	4.13366598950798	5.29078129523431	-1.13297237359974	0.00226174907064714	0.00357585859614589	18.37	13.7	20.59	42.49	34.63	40.32
chr2L	7354748	7354941	194	*	4.61966663914195	3.79277850135592	5.14197964392675	-1.25954326555627	0.00226663426230128	0.00357772662971085	11.31	11.65	18.63	36.2	40.65	29.08
chr4	1198644	1199576	933	*	6.16427904905949	5.41246162135187	6.65602444033481	-1.18204192673878	0.00228098312230028	0.00359450195129212	36.74	25.35	65.68	110.16	124.96	67.42
chr3R	10535706	10536249	544	*	5.38985124448027	4.68132802195819	5.86291470921639	-1.13378882765404	0.00230642260137594	0.00362867138913543	32.5	21.92	22.55	80.26	52.69	41.64
chr2R	15816527	15816859	333	*	5.17382788064389	4.39830999519708	5.6754668787093	-1.22821175598223	0.00232413729804547	0.00365059614619825	15.55	14.39	33.33	50.36	42.16	60.81
chr2L	12657931	12658190	260	*	4.25696173231332	3.0456501200678	4.90600156063944	-1.62886472575965	0.00237453565804637	0.00372370364557271	2.83	8.22	13.72	39.34	30.11	20.49
chr2L	10264139	10264591	453	*	5.79832119920923	5.17744079466936	6.23098778772411	-1.00100351525281	0.00246466834597827	0.00385878382854944	33.92	31.51	43.13	92.85	78.29	54.2
chr2L	5253987	5254392	406	*	5.39306435644773	4.71439918935969	5.85276555899249	-1.09315089431244	0.00252587556597966	0.00394821326332743	19.79	24.66	34.31	39.34	69.26	64.77
chr2R	18291907	18292254	348	*	4.85266956340569	4.15424278648751	5.32125930384943	-1.11994422210104	0.00253100755453781	0.0039498437765485	14.13	15.76	23.53	39.34	37.64	42.96
chr3R	26008303	26008669	367	*	4.84804912352764	4.02853743554576	5.36745646433492	-1.2887258353717	0.00254802465079278	0.00396690402411076	15.55	8.91	24.51	36.2	46.67	40.98
chr2R	24045983	24046401	419	*	4.95070214329525	4.27650593694775	5.40836863286649	-1.06500874745679	0.00255015258692835	0.00396690402411076	18.37	19.18	20.59	47.21	45.17	35.03
chr2L	21881597	21882063	467	*	5.05567307409428	4.38729809079424	5.51067536237566	-1.11295497760236	0.00255647607928235	0.00396907188142621	22.61	13.7	26.47	47.21	40.65	48.91
chr3R	15092114	15092377	264	*	4.35424191461976	3.13434629876072	5.00563691363794	-1.6488637255999	0.0025621111868597	0.00396907188142621	2.83	6.85	16.67	37.77	36.13	22.47
chr2L	10544755	10545243	489	*	7.02014240024702	5.59448578756786	7.72302162259775	-1.85956974142783	0.00256387251967904	0.00396907188142621	42.4	48.64	53.92	262.82	316.17	54.86
chr2L	18865345	18865600	256	*	4.53699512664926	3.46335764958176	5.14569125257222	-1.52758300717251	0.00258636870379687	0.00399749146858844	5.65	6.85	20.59	42.49	34.63	29.08
chr3L	12584021	12584218	198	*	3.56518816445042	1.83151732464571	4.33014070168892	-2.01265698251242	0.00267685430431903	0.00413073683382138	0	4.8	5.88	29.9	16.56	13.88
chr3L	19695555	19696234	680	*	5.92107009551775	5.44482369455665	6.2785145819501	-0.824274187598562	0.00278618821860063	0.00429259620282011	39.57	41.1	50	75.54	70.76	86.58
chr2L	4811512	4811772	261	*	4.80610735666827	4.01769422960036	5.31303362383705	-1.2726182318081	0.00279242357520929	0.00429535218734422	19.79	8.22	20.59	34.62	43.66	40.98
chr3L	1442631	1443386	756	*	5.66778156711075	4.89239451437338	6.16936657911748	-1.20599239057499	0.00280648700816416	0.00431012154195005	21.2	19.87	48.03	66.1	90.33	59.48
chr2L	4222069	4222594	526	*	5.47089235158813	4.61000571302608	6.00633415352043	-1.33711950519396	0.00281276137825098	0.00431290077998483	25.44	9.59	38.23	69.25	54.2	69.4
chr3L	18235964	18236132	169	*	3.92056364750849	2.87521926578292	4.52032966973744	-1.4887506182655	0.00284303567958791	0.00435241278364806	5.65	7.54	8.82	23.61	24.09	21.15
chr2L	14386388	14386776	389	*	4.89856399641409	4.1757690486631	5.37787481984698	-1.12162888844188	0.0028530275873123	0.00436079849579696	18.37	19.18	16.67	42.49	51.19	31.06
chr3L	16196277	16196596	320	*	4.23456120396669	3.01823532615537	4.88497895173389	-1.74864923957714	0.00286737270522445	0.00437580100038992	16.96	3.43	3.92	33.05	33.12	22.47
chr2R	5751085	5751540	456	*	5.41464231306355	4.86112215335045	5.81369787892946	-0.967186488437172	0.00287402128127472	0.00437902927083814	36.74	23.98	26.47	51.93	52.69	64.11
chr4	179574	179972	399	*	4.36298617058155	3.17826669281652	5.00461536756335	-1.65033601671245	0.00307552038969161	0.00467866566368834	7.07	3.43	16.67	36.2	37.64	22.47
chr3R	7936107	7936294	188	*	3.91215535454615	2.59335471425987	4.58944433553829	-1.83541267336212	0.00309646140034849	0.00470311590052931	12.72	3.43	1.96	23.61	30.11	18.51
chr3R	16948811	16949298	488	*	5.45713230514786	4.5802113665625	5.99861904607179	-1.37761981220032	0.00311742012180018	0.00472251760691261	45.22	15.76	10.78	58.23	60.22	73.36
chr3L	12612151	12612832	682	*	5.38331645158433	4.05197265771428	6.06373271092276	-1.74622466075978	0.00311901266377872	0.00472251760691261	0	23.29	26.47	78.69	57.21	64.77
chr3R	20257490	20258179	690	*	5.95644731772556	5.21388830139928	6.44426470312613	-1.19050106674738	0.00328947370664912	0.00497281940629585	40.98	16.44	53.92	73.97	99.37	87.91
chr4	698277	698404	128	*	4.02327027652921	3.00090754171392	4.61561064942004	-1.4784081284166	0.00333840583744634	0.00503890631089558	7.07	6.17	10.78	23.61	30.11	19.83
chr3R	31381675	31381923	249	*	4.64156103343349	3.35785661454459	5.3099166584971	-1.68864450721296	0.00339180428336984	0.00511151784358075	0	15.07	15.68	34.62	36.13	48.25
chr3L	12643980	12644376	397	*	5.07550341732116	4.34030171214695	5.56017363138503	-1.18914298899769	0.00341943137653712	0.0051451257160979	24.02	10.28	26.47	47.21	52.69	41.64
chrX	5560640	5560994	355	*	4.84034012451476	4.07335218095977	5.33844485106419	-1.17009503593418	0.00343831705278392	0.00516549653653074	8.48	18.5	23.53	37.77	40.65	42.96
chr3R	16719973	16720351	379	*	5.57773098808049	4.60184707500681	6.15456437029559	-1.44941235152817	0.00358535993518239	0.00537803990277358	21.2	7.54	44.11	66.1	72.27	75.35
chr2L	18311759	18311976	218	*	4.10843231312027	3.17157189686938	4.67171891897974	-1.38004670378637	0.00360465545014819	0.00539860025557078	9.89	10.28	6.86	29.9	24.09	22.47
chr2R	12776995	12777292	298	*	4.20495648270534	2.82453139835179	4.89728939950465	-1.81732648686014	0.00373110782262424	0.0055793346078251	2.83	2.74	15.68	25.18	22.58	41.64
chr3R	16253500	16253845	346	*	4.89954834744321	4.04942771349656	5.43087905065953	-1.2578111251744	0.00374657468622611	0.00558474631540487	14.13	26.72	8.82	40.92	48.18	40.32
chr2L	18796288	18796474	187	*	5.00224249227473	4.22423542871023	5.50490729444009	-1.27254917794406	0.00374896106374429	0.00558474631540487	31.09	10.28	14.7	34.62	52.69	48.91
chr2R	24099212	24099503	292	*	4.74440265166916	3.9676440800954	5.24655325577072	-1.20462604179067	0.00375207076469748	0.00558474631540487	16.96	12.33	17.65	37.77	49.68	26.44
chr2L	18485246	18485704	459	*	4.8128438304682	3.82230168551947	5.39463988409271	-1.39292274611749	0.00376484129188231	0.00559513336608971	4.24	20.55	17.65	34.62	57.21	34.37
chrX	4386767	4387051	285	*	4.11595486760225	2.16231091321028	4.91656421087239	-2.17599565435373	0.00383511976470465	0.00569082287665851	0	0.69	12.74	39.34	30.11	21.15
chr3R	18063476	18063792	317	*	4.58496170803773	3.71242867734142	5.12480338631558	-1.32348847495727	0.00387812141004773	0.005745805647402	18.37	15.07	5.88	37.77	39.14	27.76
chr2L	19949513	19949870	358	*	5.004078638034	4.15221987718312	5.53607593504705	-1.28392132106992	0.00392193960523484	0.00578643302026259	11.31	11.65	30.39	45.64	57.21	36.35
chr2R	18541589	18541946	358	*	4.73415664565845	4.03907115744347	5.20125587793236	-1.1028787433221	0.00392215071668052	0.00578643302026259	18.37	19.18	11.76	36.2	39.14	35.03
chr2R	13029711	13029737	27	*	3.62938610039481	2.42845136606774	4.27555488373857	-1.62896766118723	0.00392497698998176	0.00578643302026259	2.83	5.48	7.84	18.89	18.07	21.15
chr3R	23133120	23133621	502	*	4.63492369770454	2.96482321854873	5.38833016416776	-1.9749605577884	0.00392950316903961	0.00578643302026259	4.24	19.18	0	45.64	43.66	36.35
chr3R	30022490	30023100	611	*	5.54043420174592	4.92377101485339	5.97106460111273	-1.02159126760008	0.00399727251254082	0.00587726826044815	38.16	20.55	32.35	67.67	72.27	48.25
chr3R	11859074	11859820	747	*	6.04063635175866	5.25978050330954	6.54447209230132	-1.19718983834276	0.00410834059854939	0.00603139364467889	14.13	39.05	61.76	77.11	108.4	94.51
chr2L	3606272	3606772	501	*	5.8894014417075	5.19631393578749	6.355607009622	-1.11569129066468	0.00412416116839735	0.00604543200101948	25.44	26.72	57.84	62.95	78.29	104.43
chr3L	7263406	7263765	360	*	4.44932963751242	3.08548964971104	5.13769199341532	-1.72420703802201	0.00432476668488213	0.00632075227614405	0	13.7	11.76	42.49	40.65	22.47
chr2R	24942512	24943154	643	*	5.72780873086887	5.25915685694975	6.08097441495719	-0.810261242605155	0.00432506962166792	0.00632075227614405	39.57	39.05	36.27	70.82	60.22	72.04
chr3R	7310011	7310494	484	*	5.23094107826438	4.44689876577969	5.73608269566746	-1.17289556140117	0.0043764681740946	0.00638620582503834	9.89	28.09	27.45	70.82	42.16	46.93
chr3R	13260368	13260600	233	*	4.35833794632938	3.2146510727148	4.98818276910556	-1.55009148758314	0.00442585343813536	0.00644852853882165	4.24	8.91	14.7	44.07	34.63	16.52
chr2L	161165	161399	235	*	4.69050824333033	3.79376045032046	5.23934322285166	-1.33305763439915	0.00447289611711669	0.00650725549568482	5.65	14.39	21.57	31.48	31.62	50.23
chr3R	7108713	7108941	229	*	4.47929149928746	3.10598388783916	5.16992738178237	-1.81608039551521	0.00449087601412341	0.00652358831525295	8.48	0.69	16.67	42.49	33.12	32.39
chr3R	31748095	31748317	223	*	4.71722631354917	3.79882180413868	5.27393153572309	-1.30802536514541	0.00456105302137161	0.00661558140937684	4.24	19.87	17.65	44.07	37.64	34.37
chr3L	12867759	12868094	336	*	4.40212173026695	3.51108393147018	4.94885463593234	-1.38404766677062	0.00466111983360534	0.00675058734522153	16.96	5.48	11.76	29.9	37.64	25.12
chr3R	7002549	7002624	76	*	3.51232346499437	2.28508575149182	4.16571878554501	-1.63643078794022	0.00472737832901783	0.00683128496132273	4.24	5.48	4.9	18.89	21.08	13.88
chr3L	5852383	5852830	448	*	5.44719306411824	4.78559309693622	5.89907481191264	-1.06300714282331	0.0047309830632763	0.00683128496132273	18.37	21.24	43.13	61.38	54.2	63.45
chr3R	8949375	8949754	380	*	4.92184462618042	4.05606008022933	5.4591427675358	-1.24778737095086	0.00474806196038527	0.00684571321452563	8.48	26.72	14.7	44.07	54.2	33.71
chr2L	2830367	2830776	410	*	4.88139028667382	4.03580085979384	5.41097797886187	-1.32415038495128	0.00477698379358193	0.00686756567753923	24.02	7.54	17.65	33.05	60.22	34.37
chr2R	15817218	15817829	612	*	5.34290751917035	4.42447048307647	5.89962444120925	-1.36732184771779	0.00477743699307077	0.00686756567753923	11.31	10.96	42.15	62.95	52.69	63.45
chr3R	25091571	25091717	147	*	4.15526898847204	3.12778773140724	4.74927679800504	-1.53250097763781	0.00481596772824748	0.00691266690265538	15.55	4.8	5.88	29.9	31.62	19.17
chrX	18505501	18505760	260	*	4.46700671268701	3.33864351965778	5.09233854482275	-1.57570363449862	0.00495343196860953	0.00709942920130089	5.65	4.11	20.59	42.49	30.11	29.74
chr3R	18244249	18244447	199	*	4.63643519408886	3.9542750617236	5.09772127498693	-1.1113274559213	0.00498025111402491	0.00712729270540453	15.55	12.33	18.63	37.77	28.61	36.35
chr3L	18195357	18195448	92	*	4.14199860708174	3.24827815356666	4.6897205213821	-1.34278363941477	0.00513997761454968	0.00734499759712277	9.89	6.85	11.76	28.33	28.61	20.49
chr3R	9341222	9341277	56	*	3.85983848025225	2.8202574611333	4.45775696107245	-1.48271332973532	0.00518810676944929	0.00740282295315806	4.24	6.17	10.78	18.89	22.58	24.45
chr3L	25120807	25121174	368	*	5.14334856139284	4.54121711953991	5.56689451390876	-0.946943115298857	0.00531806661937759	0.0075770683692017	16.96	27.4	25.49	47.21	52.69	42.3
chr3R	15664830	15665161	332	*	4.06766113193724	2.64297209966098	4.77031898728126	-1.89442429631532	0.00533514907190028	0.00759021208167256	14.13	0.69	3.92	26.75	34.63	20.49
chr2L	21236906	21237743	838	*	5.54910589579809	4.17852477906797	6.23908894174359	-1.80355827538924	0.00543048382001026	0.00771448142666164	31.09	0.69	22.55	86.56	75.28	64.77
chr2L	3580501	3580881	381	*	5.42417765657361	4.46809339030768	5.99419940384876	-1.3836710307154	0.00544115234126388	0.00771828658099987	5.65	20.55	40.19	80.26	48.18	62.79
chr2L	12003235	12003566	332	*	4.85393375939802	4.20723729792477	5.29887507693115	-1.09806944443174	0.00558147201101448	0.00790572135284455	25.44	12.33	17.65	31.48	43.66	42.96
chr3L	21025539	21026263	725	*	5.43540528110468	2.97677477041746	6.29782162208789	-2.3608471319012	0.00560950186666592	0.00793379034143379	9.89	0	13.72	70.82	91.84	73.36
chr3R	18923091	18923911	821	*	5.78893128266781	5.11440286307388	6.2467493444224	-1.07589307898848	0.00564232680328168	0.00796854925726623	25.44	22.61	55.88	88.13	72.27	67.42
chr2L	378829	378976	148	*	4.33897417394055	3.37700145708975	4.91103486110499	-1.46940429664957	0.00567471354363318	0.00800258873452504	16.96	3.43	10.78	33.05	30.11	27.1
chr2L	17243496	17243852	357	*	4.466304896663	3.50245143720355	5.03901445514469	-1.41398827384635	0.00574625582712659	0.00809166636881091	9.89	5.48	18.63	44.07	30.11	24.45
chr2L	7909830	7910128	299	*	5.1725908718905	4.51925758301436	5.62063588424928	-1.03994594291014	0.00578743938738735	0.0081377968678547	14.13	23.29	31.37	36.2	57.21	54.2
chr3L	21099289	21099730	442	*	5.22971156559028	4.68061513478868	5.62647602406254	-0.892859663512904	0.00587947730812125	0.0082551963366935	21.2	25.35	30.39	55.08	48.18	44.94
chr2R	12900038	12900366	329	*	4.75544070062511	4.07713708118558	5.21497763165486	-1.07224764019891	0.00600633416762436	0.00842107228726434	19.79	17.13	13.72	39.34	43.66	28.42
chr2R	18356181	18356693	513	*	5.45411267657218	4.76328164288114	5.91930680498953	-1.06696051361741	0.0061526826825042	0.00861375575550588	12.72	38.36	30.39	62.95	51.19	67.42
chr2L	11306465	11306638	174	*	3.69971140721364	2.12900105896787	4.43380959729138	-1.83190319639827	0.00628498727804229	0.00878624849578705	0	8.22	4.9	25.18	27.1	12.56
chr3L	21129512	21129792	281	*	4.21070278129273	2.79429620876043	4.91145825499768	-1.78435906535921	0.00648690326498263	0.00905541698551043	8.48	12.33	0	36.2	31.62	22.47
chr3R	13715793	13716227	435	*	5.42851657870009	4.87695396373232	5.82655962157005	-0.913930424187439	0.00652601899096353	0.00908603595733328	22.61	25.35	40.19	50.36	61.73	58.16
chr2L	8478859	8479492	634	*	5.89746804816547	5.29490450716849	6.32122619158896	-0.988159734990902	0.00652764902110693	0.00908603595733328	26.85	30.14	60.78	80.26	67.75	91.87
chr3R	30781762	30782293	532	*	5.19889534566836	4.62496120056605	5.60838689126317	-0.985098473438154	0.00656270468784295	0.0091216873790738	35.33	17.13	21.57	47.21	54.2	44.94
chr3R	21376695	21376990	296	*	4.65587108784635	3.67736811226532	5.23359613772683	-1.41565757209909	0.00659347602841783	0.00915129000495923	5.65	8.22	24.51	45.64	25.59	41.64
chr2L	12004908	12005304	397	*	5.41900473490671	4.75885897804174	5.87021388410463	-1.03813455998627	0.00661772430037947	0.00917176710784299	16.96	26.03	38.23	45.64	78.29	51.55
chr2L	440978	441687	710	*	5.67899807867198	5.13503084371416	6.0730926627754	-0.892457629417123	0.00664114432810757	0.00919103928503139	26.85	31.51	47.05	61.38	79.79	60.81
chr2R	11365991	11366418	428	*	4.67486212577782	3.27340445841942	5.37214980034772	-1.77799775118974	0.00672849182389776	0.00929860243474282	0	5.48	23.53	36.2	39.14	48.91
chr2R	16098315	16098693	379	*	4.84983971038139	4.1949238709075	5.29862171103576	-1.04307991139712	0.00684228018678649	0.00944234665776535	12.72	15.76	26.47	37.77	40.65	39.66
chr3L	1265092	1265542	451	*	4.83572269904916	4.16819418509093	5.2903362762722	-1.06506269755553	0.0071080304757203	0.00979508907210529	18.37	13.02	22.55	42.49	45.17	29.74
chr2L	3773269	3773866	598	*	5.7148087609341	5.22807754426237	6.07810299188442	-0.823604706129966	0.00730718670202371	0.0100551885386822	32.5	32.88	47.05	59.8	76.78	66.09
chr2R	22934501	22934746	246	*	4.23265290548817	2.97639317165997	4.89382980967923	-1.62467263906404	0.00732435382007989	0.0100644748082463	0	8.91	14.7	34.62	30.11	24.45
chr3L	18401980	18402332	353	*	4.94910842934471	4.29795608677148	5.39613583834946	-1.01359119152401	0.00736147521650534	0.0101011151408298	11.31	21.24	26.47	39.34	46.67	40.32
chr2L	11965493	11966454	962	*	5.94936345393865	5.00122840360541	6.51661485181761	-1.37714969800064	0.00744312647123855	0.0101958377300443	8.48	21.92	65.68	97.57	91.84	85.26
chr3R	12314348	12314388	41	*	3.52509335870834	2.24845381259689	4.19161744900701	-1.73614821867729	0.0074516163948357	0.0101958377300443	8.48	4.8	0.98	12.59	21.08	21.15
chr3R	25462496	25463187	692	*	5.72633451937215	5.21243406539593	6.10448377942672	-0.862584592976413	0.00774001501087002	0.0105754660544561	31.09	30.14	50	61.38	78.29	66.76
chr3R	29200051	29200367	317	*	4.87015097135919	4.20490262816312	5.32371580327347	-1.08287189341237	0.00799718538968852	0.010911413963897	15.55	12.33	27.45	33.05	42.16	44.94
chr2L	7307889	7307913	25	*	3.15837875511316	1.5868783802235	3.8926367840129	-1.83339713974693	0.00812028249384276	0.0110637417335009	0	4.11	4.9	17.31	12.04	15.2
chr2L	10260694	10260981	288	*	4.66124872841977	3.8568862467951	5.17462318497176	-1.21942597878577	0.00822678627807527	0.0111930641473531	15.55	10.28	17.65	47.21	40.65	20.49
chr2R	17501993	17502102	110	*	4.08626715593817	3.29397666776965	4.59477023327288	-1.2329652204038	0.00847890801039762	0.0115198665795276	11.31	10.28	7.84	20.46	25.59	26.44
chr2L	9758109	9758733	625	*	5.7498524935632	5.17048017480649	6.16208675796726	-0.945692349962788	0.00849315914903294	0.0115230221038846	22.61	31.51	53.92	61.38	76.78	76.67
chr3R	26010348	26010727	380	*	4.85841688638569	3.70838396977816	5.4901126107514	-1.57886393985158	0.00878281818221502	0.0118993020533236	7.07	2.74	29.41	44.07	45.17	45.61
chr2R	12936641	12937117	477	*	4.80377402549401	3.86560350408882	5.36752349178816	-1.38731809127202	0.00879739987042744	0.0119023645305783	14.13	4.11	25.49	45.64	45.17	33.05
chr3R	4186967	4187387	421	*	5.20531293590162	4.64569394352899	5.60750975043617	-0.939811503617836	0.00881315940145168	0.0119070097647585	28.26	16.44	30.39	51.93	52.69	41.64
chr3R	11353498	11354003	506	*	5.52320115071754	4.24363896010747	6.19048429273857	-1.70114356427606	0.0088423412927133	0.0119297509619568	29.68	0.69	26.47	69.25	79.79	70.06
chr2R	12235819	12236520	702	*	6.50984009428343	4.84334124785652	7.26257421208298	-1.9461158586352	0.00897406446056675	0.0120905805703033	50.88	27.4	7.84	223.48	194.22	42.96
chr2L	6411550	6411863	314	*	4.18889289061636	2.87086491487319	4.86598811630504	-1.6624912228071	0.00899619195206492	0.0121035117349509	0	8.22	13.72	28.33	40.65	18.51
chr2L	21840427	21840497	71	*	3.0987179431125	0.971290669850772	3.92339161178815	-2.15809369027307	0.00908032707296829	0.0121997162065193	0	0	5.88	15.74	16.56	13.22
chr3L	18402623	18403402	780	*	5.76091054602544	5.29557868476206	6.1121946141393	-0.801986324878964	0.00917663820552199	0.0123119895924087	32.5	36.31	49.01	59.8	67.75	79.97
chr2R	24293636	24293876	241	*	3.47125062874271	1.38632816912962	4.29033932731875	-2.13619982302963	0.00924347085793325	0.0123844561009203	0	0	7.84	26.75	18.07	13.88
chr3L	6817449	6818228	780	*	5.72627431360829	4.93216586555916	6.23551465292294	-1.18470628373177	0.00937227880322917	0.0125296268770552	9.89	35.62	46.07	89.7	82.81	53.54
chr2R	8237477	8237667	191	*	4.50080092690334	3.33699998992669	5.13647632941607	-1.53902449209648	0.00937776421543571	0.0125296268770552	1.41	10.28	18.63	47.21	39.14	19.17
chr3R	26020730	26021112	383	*	4.57352878196525	1.38632816912962	5.4920764206011	-2.39393161465326	0.00942200098559605	0.0125713438564721	0	0	7.84	44.07	46.67	44.28
chr2L	10226416	10226759	344	*	5.01743963129724	4.39642367159254	5.450171523332	-0.977180984165495	0.0094979117601584	0.0126467639316649	19.79	19.87	23.53	47.21	54.2	29.74
chr3R	11372193	11372684	492	*	5.16251676728151	4.39645120205991	5.66023754364698	-1.23557736181361	0.0095047107809407	0.0126467639316649	39.57	8.91	14.7	48.79	52.69	50.23
chr3R	6991686	6992136	451	*	5.28459815067931	4.81568017102607	5.63791435670127	-0.809337865196432	0.00960058168609977	0.0127567564082151	28.26	28.77	27.45	42.49	52.69	54.2
chr3L	22741475	22742036	562	*	5.32922241478541	4.7559071162184	5.73840086071245	-0.921203912935444	0.010052711289589	0.0133235870679493	21.2	22.61	37.25	59.8	58.72	41.64
chr3L	19895935	19896240	306	*	4.73267468691587	4.0770381802484	5.18179190737834	-1.02700939232994	0.0100547567003468	0.0133235870679493	12.72	14.39	23.53	39.34	39.14	30.4
chr2R	18330381	18330659	279	*	4.65403540387656	3.73709477136588	5.21021369724118	-1.31909186043952	0.0101334104077357	0.0134094170600995	4.24	10.28	25.49	39.34	40.65	31.06
chr4	834629	834838	210	*	4.42075179598157	3.69632943380018	4.90076938754267	-1.11239777943565	0.0105110554256652	0.0138901224913715	9.89	12.33	16.67	37.77	24.09	27.76
chr3L	23099654	23100049	396	*	4.98782394274503	4.31323933843768	5.44566763373205	-1.05789429169376	0.0106624354891117	0.0140561535019414	22.61	16.44	20.59	59.8	45.17	25.78
chrX	4590107	4590296	190	*	4.31313082546627	3.60186086654758	4.7874035749057	-1.12825251176897	0.010671631481753	0.0140561535019414	12.72	10.96	12.74	20.46	34.63	27.76
chr2L	5092815	5093162	348	*	5.20219140020561	4.54152188901866	5.65364290951713	-1.03936439084373	0.0106803485201087	0.0140561535019414	24.02	23.29	22.55	36.2	79.79	35.03
chr3L	11323900	11324302	403	*	5.29898789697596	4.72622538231763	5.70788649591937	-0.942080430701577	0.0107193949201664	0.0140883476093615	28.26	17.81	33.33	62.95	54.2	39.66
