seqnames	start	end	width	strand	Conc	Conc_WD_SUMOnub	Conc_WD_NOnub	Fold	p.value	FDR	WD_SUMOnub1	WD_SUMOnub2	WD_NOnub1	WD_NOnub2
Cyp9c1_FBgn0015040_Up	chr2R	24629063	24634923	5861	*	4.51468783736193	5.51468783736193	0	1.70026042044265	0.00428895273861936	0.0997485818658764	26.35	65.09	0	0
Ppn_FBgn0003137_Down	chr3R	28538324	28542324	4001	*	7.98700029016534	7.53518856623298	8.33055122993915	-0.311928597523926	0.00430451834270758	0.0997485818658764	199.08	171.9	291.65	352.19
Drip_FBgn0015872_notChanged	chr2R	11427645	11431645	4001	*	4.26512754196203	5.2477657244948	0	1.21530380438932	0.00431369953467016	0.0997485818658764	23.42	52.57	0.92	0
CG40470_FBgn0058470_notChanged	chr3L	23984410	23988410	4001	*	7.18566035428453	6.65249984936939	7.57408222689997	-0.310275639969767	0.00434082677204176	0.0997485818658764	98.57	102.64	184.01	197.11
CG7882_FBgn0033047_notChanged	chr2R	5955621	5962183	6563	*	4.7339187566632	5.7339187566632	0	1.72853325400947	0.00442846371493476	0.101060596087718	20.49	85.95	0	0
CG6785_FBgn0032399_notChanged	chr2L	12043200	12058042	14843	*	10.0078887762312	9.82762127746224	10.1681128133084	-0.237843124707076	0.00449904891085057	0.101968170178113	886.11	931.24	1134.4	1166.71
corn_FBgn0259173_Up	chr3L	7155073	7160874	5802	*	7.64878326343374	8.0113128931922	7.16342924273293	0.305137820244448	0.00476293381113526	0.107214612115963	255.68	260.35	159.16	127.54
FANCI_FBgn0033354_notChanged	chr2R	8937789	8943136	5348	*	4.61886368456824	5.59159733933829	0	0.972669410534767	0.00498210078571755	0.111390347972563	26.35	70.09	1.84	0
path_FBgn0036007_Down	chr3L	9503328	9507328	4001	*	7.88454391200077	7.39983197009662	8.24671667978406	-0.30080438946591	0.00507242539570832	0.112648695532878	148.34	189.42	284.29	323.2
lncRNA:CR44544_FBgn0265737_notChanged	chr3L	10782590	10787360	4771	*	7.02247324886526	6.10803354997283	7.57774963595936	-0.274161432959754	0.00516382861178089	0.113914059175886	53.67	84.28	164.69	217.4
CG13840_FBgn0039028_notChanged	chr3R	22814178	22818178	4001	*	5.01867904948412	5.97714158450425	0.879750755895256	0.801276809968244	0.00523962373474808	0.11482062873034	51.72	74.27	3.68	0
CG18641_FBgn0031426_notChanged	chr2L	2413322	2418720	5399	*	4.44262371717707	5.44262371717707	0	1.47462582495566	0.00529243129807087	0.115214836613924	24.4	62.58	0	0
Np_FBgn0265011_notChanged	chr2R	9004587	9008587	4001	*	7.23744520147667	7.64543404626627	6.66647752948423	0.292721477456643	0.00534974425240274	0.115701331576475	189.32	211.11	110.4	92.76
mGluR_FBgn0019985_notChanged	chr4	934819	951441	16623	*	8.93818413333343	8.55151166892834	9.24282159770635	-0.294473713580684	0.00555463177506385	0.119005469672708	324	426.4	614.58	597.12
CG6959_FBgn0037956_notChanged	chr3R	11867460	11871460	4001	*	7.92160447542522	8.24417417178418	7.50549700587337	0.294906055282137	0.00559655342818139	0.119005469672708	309.36	297.06	199.65	163.77
Dso1_FBgn0040653_notChanged	chr2R	20867321	20884663	17343	*	5.47371531023306	6.47371531023306	0	1.66645157860018	0.00561041198819656	0.119005469672708	5.86	171.9	0	0
C15_FBgn0004863_notChanged	chr3R	21497986	21514814	16829	*	5.46010597331114	6.46010597331114	0	1.64106901202076	0.00573140750189661	0.120797626903031	5.86	170.23	0	0
CG40006_FBgn0058006_notChanged	chr2L	22754349	22758349	4001	*	8.77969088438028	8.39853365777625	9.08090220807056	-0.290727092100422	0.00589717644920475	0.123504790319105	332.78	342.12	472.89	610.17
Chro_FBgn0044324_notChanged	chr3L	22876984	22895821	18838	*	9.66142875735077	9.87376186831592	9.41236058259631	0.26680190702083	0.00593491973525998	0.123513518263996	925.15	951.27	732.34	630.46
CG5346_FBgn0038981_notChanged	chr3R	22526663	22533922	7260	*	9.47280493636205	9.21262441656977	9.6931554057253	-0.270213718173062	0.00609850691821242	0.126124746202281	639.21	547.4	817.91	837.71
Slmap_FBgn0040011_notChanged	chr2L	22577072	22587843	10772	*	9.6293426559038	9.34081273830164	9.86967419121462	-0.275619437017492	0.00634580495958746	0.130134542866285	628.47	668.39	846.43	1024.68
lncRNA:CR43927_FBgn0264548_notChanged	chr2L	22749795	22753795	4001	*	8.68845948085601	8.24033411025025	9.02988206488864	-0.2860694265536	0.00641667348447951	0.130134542866285	332.78	272.03	452.65	592.78
lncRNA:CR44363_FBgn0265470_notChanged	chr3L	11403535	11408094	4560	*	8.90081977946933	8.65756205674004	9.10891815403576	-0.262917988463646	0.00644117411769318	0.130134542866285	413.78	393.86	569.5	534.8
lncRNA:CR45721_FBgn0267285_notChanged	chr2L	18308879	18316051	7173	*	10.170738868425	9.88248895926519	10.410876297572	-0.274764457468762	0.00647633816345883	0.130134542866285	917.34	970.46	1212.6	1510.2
CG13488_FBgn0034670_notChanged	chr2R	21949592	21954562	4971	*	4.46080525086537	5.46080525086537	0	1.30015288527469	0.00648902978934333	0.130134542866285	20.49	67.59	0	0
Cyp4ac1_FBgn0031693_notChanged	chr2L	5262001	5273384	11384	*	9.16947352645781	8.89236598183272	9.40183479897937	-0.269643015910245	0.00692477788023429	0.138036686781297	437.2	513.18	689.1	663.79
pum_FBgn0003165_notChanged	chr3R	9235682	9242654	6973	*	7.7680303854562	8.13030937859392	7.28312736557369	0.277643021673292	0.007082256893082	0.140273686318274	314.24	246.16	146.28	165.22
ASPP_FBgn0034606_notChanged	chr2R	21249150	21253150	4001	*	7.32911507323265	7.76112719434328	6.70959215177895	0.266993180048308	0.00712178280491688	0.140273686318274	212.74	221.13	122.36	86.96
CG4691_FBgn0028870_notChanged	chr2L	14758767	14763924	5158	*	4.58289469683418	5.58289469683418	0	1.24487149970679	0.00716977353709234	0.140383317362358	16.59	79.27	0	0
CG16749_FBgn0037678_notChanged	chr3R	9329885	9369763	39879	*	11.0156208934899	10.8980878012773	11.1242959470237	-0.175577081764649	0.00722065158363315	0.140547859354365	1899.08	1917.56	2210.83	2253.71
dpr7_FBgn0053481_notChanged	chr4	251329	267574	16246	*	8.84967983951861	8.38900747574971	9.19831166136096	-0.276704611439852	0.00733288791766588	0.141897813564657	279.1	391.36	635.74	539.15
Obp19d_FBgn0011280_notChanged	chrX	20417613	20471796	54184	*	9.75171817596503	10.1863314967188	9.12678867778972	0.261373427088616	0.00756870320002758	0.145609528423786	867.57	1462.78	651.38	466.68
kek5_FBgn0031016_notChanged	chrX	19351181	19473914	122734	*	10.7630737924904	11.1316976740344	10.2666856914915	0.271302149846611	0.00768487050366786	0.146989806338942	1714.64	2772.86	1347.84	1115.99
Or67a_FBgn0036009_notChanged	chr3L	9527067	9533386	6320	*	7.66863519535645	7.10099228203231	8.07493430094576	-0.263196641452767	0.00789853033154462	0.150208257856788	126.87	147.7	314.65	224.65
KrT95D_FBgn0020647_notChanged	chr3R	24029827	24044982	15156	*	9.01277816530733	9.305405172024	8.64529093996196	0.270282027652773	0.00838892429200949	0.157391236974	566.99	698.43	437.01	363.78
lncRNA:CR43256_FBgn0262901_notChanged	chr2R	5125249	5131296	6048	*	9.71067463593511	9.34926902817147	9.99943973606417	-0.269982414967491	0.00841300091199477	0.157391236974	675.32	629.17	870.35	1176.86
CG10348_FBgn0032707_notChanged	chr2L	18730524	18734524	4001	*	4.07118153963356	5.07118153963356	0	1.02581689011057	0.00841893289344153	0.157391236974	26.35	40.89	0	0
CG33080_FBgn0053080_notChanged	chrX	5715778	5719778	4001	*	4.32716501194058	5.32716501194058	0	1.0573199484851	0.00862506328837657	0.157714890847107	18.54	61.75	0	0
CG14095_FBgn0036870_notChanged	chr3L	19462759	19466759	4001	*	5.18046100943492	6.14338696170638	0.879750755895256	0.617000311599744	0.00863398675195073	0.157714890847107	31.23	110.15	3.68	0
blow_FBgn0004133_notChanged	chr2R	7585079	7597242	12164	*	8.99433857527064	9.28451889396774	8.63070918606371	0.268513636976368	0.00864003999326252	0.157714890847107	579.68	667.56	443.45	349.29
Ns2_FBgn0034243_notChanged	chr2R	17566456	17576979	10524	*	9.1354831046852	9.35370337854319	8.87826950926058	0.255680604422639	0.00866848047697544	0.157714890847107	610.91	697.6	480.25	460.89
dsx_FBgn0000504_notChanged	chr3R	7965408	7969408	4001	*	6.73095022894935	7.30901232313417	5.75145560365872	0.225846195602851	0.0086761374331102	0.157714890847107	138.58	178.57	67.16	40.58
CG10589_FBgn0037035_notChanged	chr3L	20925826	20931190	5365	*	9.07440879842816	8.76051480373914	9.33206217352764	-0.26507024080781	0.0087222197113994	0.157714890847107	388.4	478.97	623.78	665.24
Mipp1_FBgn0026061_notChanged	chr3L	16571334	16617472	46139	*	11.1687790352649	11.0162469540028	11.306715223006	-0.203751726437411	0.00896771588501144	0.161272673171211	2027.9	2114.49	2416.92	2649.38
Wnk_FBgn0037098_notChanged	chr3L	21552928	21560226	7299	*	8.46668291815702	8.08485033028241	8.76831492757767	-0.26454496026857	0.00926620488010701	0.165739848369049	257.64	285.38	489.46	382.62
CG14321_FBgn0038540_Up	chr3R	17731598	17736381	4784	*	4.06939373039909	5.02931117563992	0	0.551463205539089	0.00950678711516313	0.169128809484273	36.11	29.21	1.84	0
CG44014_FBgn0264776_Down	chr3R	15506886	15510886	4001	*	4.10921469661702	5.10921469661702	0	0.947238436008049	0.00961701378255151	0.170174858858091	21.47	47.56	0	0
wcy_FBgn0030812_notChanged	chrX	17075897	17085356	9460	*	8.0723054103766	8.35292433234161	7.72359201921598	0.261705672420373	0.00971713596657105	0.171031930390338	331.8	322.1	192.29	230.44
asRNA:CR45140_FBgn0266633_Up	chr2R	12865609	12901385	35777	*	10.8033051071606	10.6169249443861	10.9683385182497	-0.223170017025109	0.0101249965462973	0.17726779667565	1473.6	1667.22	1940.34	2066.75
Cyp4g15_FBgn0030304_notChanged	chrX	11475058	11488566	13509	*	7.44254915197981	7.8392941914608	6.89349012798292	0.245447186433436	0.010347174987827	0.179769964462644	195.18	262.85	123.28	114.5
lncRNA:CR46252_FBgn0267985_notChanged	chr3L	27133184	27159999	26816	*	8.87696368005391	9.23764738080807	8.39492613124294	0.251856482811816	0.0103765679094485	0.179769964462644	540.64	666.72	399.29	273.92
CG34328_FBgn0085357_notChanged	chrX	18398065	18402065	4001	*	4.36156623519067	5.36156623519067	0	0.922567057831769	0.0107207309537064	0.184368116074526	14.64	67.59	0	0
CG34331_FBgn0085360_notChanged	chrX	20120453	20127271	6819	*	4.63270453250517	5.60570097459247	0	0.601752603699064	0.0107534138417599	0.184368116074526	15.61	81.78	1.84	0
Abl_FBgn0000017_notChanged	chr3L	16645882	16649882	4001	*	6.70649097893226	7.1889928482054	5.97632731282515	0.222854794600795	0.0110249561977998	0.188049381744946	136.62	155.21	70.84	55.07
Dscam1_FBgn0033159_Up	chr2R	7379899	7383899	4001	*	3.89688826215189	4.89688826215188	0	0.822046939247069	0.0112418318351433	0.190765238679432	25.37	34.21	0	0
CG10417_FBgn0033021_notChanged	chr2R	5361104	5369357	8254	*	8.13386606848394	8.4028800096448	7.80292194341775	0.252746309062974	0.0113255851047858	0.19120592403947	312.29	364.65	226.33	220.3
CG14223_FBgn0031053_notChanged	chrX	19661971	19677891	15921	*	9.20208926324072	9.44627354345014	8.90798244924883	0.248244123781947	0.0118640299855349	0.199279569655508	639.21	756.01	446.21	514.51
lncRNA:CR45700_FBgn0267264_notChanged	chr2L	19320938	19328106	7169	*	8.96967057168211	8.74080933235047	9.1671482993238	-0.235076137003583	0.0120121645966252	0.200748750758751	410.85	444.76	558.46	591.33
Proc_FBgn0045038_Up	chr2L	7869432	7873432	4001	*	7.57094879054338	7.87419680908833	7.18651711126334	0.248627501363773	0.0120854409086556	0.200958411893173	232.26	236.98	153.64	137.69
crm_FBgn0000376_notChanged	chrX	2736773	3345767	608995	*	12.6318196778647	13.073495490669	11.9920579601302	0.223916443918579	0.0121871180051365	0.201635867394984	5352.76	11887.51	4717.91	3429.12
ss_FBgn0003513_Up	chr3R	16401690	16405690	4001	*	3.94441770994706	4.90065254915583	0	0.450759826804089	0.012332262107453	0.20277323760106	32.2	27.54	1.84	0
fs(1)h_FBgn0004656_notChanged	chrX	8059436	8072237	12802	*	9.03295954621262	9.2749493165735	8.74203377970418	0.245837015920839	0.0123784206695117	0.20277323760106	563.09	675.9	408.49	447.84
sob_FBgn0004892_notChanged	chr2L	3578769	3582769	4001	*	3.90440703991844	4.90440703991844	0	0.760354385799311	0.0126860101088124	0.206788214039706	39.04	20.86	0	0
CG5867_FBgn0027586_notChanged	chr2L	13234494	13241297	6804	*	4.32690933515997	5.32690933515997	0	0.815254755323747	0.0128180680873085	0.207916604416195	12.69	67.59	0	0
nvy_FBgn0005636_Up	chr2R	24273734	24300111	26378	*	7.33203665666394	8.26673772944101	3.83394706628213	0.380986509463226	0.0129173563289591	0.208385655875896	179.56	436.42	28.52	0
wapl_FBgn0004655_notChanged	chrX	2156983	2207373	50391	*	10.2268802219004	10.5609627351284	9.79135499948034	0.240463035877746	0.013026473331297	0.208385655875896	1173.02	1848.3	920.03	852.21
5.8SrRNA-Psi:CR45854_FBgn0267514_notChanged	chrX	23203258	23208525	5268	*	4.38323829547212	5.38323829547212	0	0.814085675037925	0.0130359113829889	0.208385655875896	11.71	71.76	0	0
CG32564_FBgn0052564_notChanged	chrX	17204407	17209854	5448	*	4.17422921769778	5.17422921769778	0	0.782398392854404	0.0130993080454876	0.208392357319801	14.64	57.58	0	0
H2.0_FBgn0001170_notChanged	chr2L	6017402	6026539	9138	*	4.96624181797997	5.96624181797997	0	0.886966927999443	0.0131971083523376	0.208943691568828	4.88	120.16	0	0
trh_FBgn0262139_Down	chr3L	390633	395255	4623	*	4.09136865962123	5.09136865962123	0	0.759156532669937	0.0134060911145377	0.211241692847644	15.61	52.57	0	0
CG43347_FBgn0263072_notChanged	chrX	10618190	10622190	4001	*	4.14049724540758	5.14049724540758	0	0.760220614689769	0.0135587824860667	0.212635124390496	14.64	55.91	0	0
cher_FBgn0014141_notChanged	chr3R	17123389	17127389	4001	*	4.10595765769477	5.10595765769477	0	0.738327803082111	0.0140404507195759	0.219150242599418	14.64	54.24	0	0
aPKC_FBgn0261854_notChanged	chr2R	14960969	14995835	34867	*	11.4408712250723	11.3498980885553	11.5264464935496	-0.140877497399943	0.0143590220825321	0.222085615037384	2607.58	2612.65	2953.29	2946.49
toe_FBgn0036285_Up	chr3L	12430668	12434668	4001	*	3.74423880784139	4.74423880784139	0	0.679713296972587	0.014362744520399	0.222085615037384	24.4	29.21	0	0
lncRNA:CR45310_FBgn0266849_Down	chr2R	18224795	18238311	13517	*	9.26837131908631	9.61049269397149	8.81903726684556	0.232377519799945	0.0145036061862868	0.223220618001968	780.71	782.71	551.1	352.19
asRNA:CR45889_FBgn0267549_notChanged	chr3L	16040395	16044968	4574	*	9.65458016794652	9.40155408822178	9.86978103648674	-0.232434076644926	0.0147537090633233	0.225701204129835	685.08	667.56	843.67	1027.58
CaMKII_FBgn0264607_notChanged	chr4	1051703	1055703	4001	*	8.44989988522949	8.11452878412612	8.72182720589118	-0.238037609982147	0.0148011971278858	0.225701204129835	266.42	287.88	376.29	468.13
CG31869_FBgn0051869_notChanged	chr2L	10799109	10803109	4001	*	7.45289152828802	7.76263201797753	7.0579406624201	0.234136904406406	0.0151006135969145	0.229210689872431	227.38	206.94	128.8	137.69
Toll-7_FBgn0034476_notChanged	chr2R	19824578	19834973	10396	*	8.79286502520262	8.469585998036	9.05679935028621	-0.236596783458462	0.01519457411637	0.229583770552824	331.8	377.17	589.74	475.38
AP-2alpha_FBgn0264855_notChanged	chr2L	412777	427321	14545	*	10.37938364922	10.249077993868	10.4988887530216	-0.176631752311392	0.0156734266520528	0.235742585416558	1202.3	1231.64	1428.8	1465.27
Osi9_FBgn0037416_Up	chr3R	6258211	6267465	9255	*	4.70487127029877	5.70487127029877	0	0.75206866510079	0.0159190033328237	0.237995198235411	5.86	98.46	0	0
Mondo_FBgn0032940_notChanged	chr2L	21308050	21322320	14271	*	10.3935176382065	10.2303040696633	10.5401290147138	-0.198689373300193	0.0159670395914963	0.237995198235411	1244.26	1158.21	1431.56	1546.44
PGAP1_FBgn0029789_notChanged	chrX	5687473	5710633	23161	*	9.30225647744746	9.60478939434618	8.9189758611869	0.230554127051526	0.0162382892554599	0.240379934427355	646.04	911.21	511.54	456.54
lncRNA:CR42719_FBgn0261636_notChanged	chr3L	614646	618646	4001	*	8.36413264070129	8.05401247701372	8.61924105741297	-0.232765152053959	0.0162723195260585	0.240379934427355	282.03	249.5	424.13	362.33
Capr_FBgn0042134_notChanged	chr3L	18671324	18688319	16996	*	10.2403588334546	10.0763996884912	10.3875714153351	-0.198078867791797	0.0164423490829522	0.241096360445169	1075.43	1083.95	1273.32	1405.85
Mtmr6_FBgn0028497_notChanged	chr2R	23394680	23398680	4001	*	5.8781784694718	6.65351371284483	4.08438290776224	0.184986499283721	0.0165386035020853	0.241096360445169	99.54	101.8	26.68	7.25
Sh_FBgn0003380_notChanged	chrX	18061247	18065247	4001	*	3.93939901547647	4.93939901547647	0	0.641977128367751	0.0165770980725528	0.241096360445169	14.64	46.73	0	0
lncRNA:CR42755_FBgn0261813_notChanged	chr3L	11382258	11386258	4001	*	8.81674160544486	8.53658909873402	9.05123806952467	-0.230188142146465	0.0166153129851505	0.241096360445169	351.32	391.36	488.54	572.49
toy_FBgn0019650_notChanged	chr4	987725	1009922	22198	*	5.53973193962625	6.48150622983711	1.87975075589526	0.338067422386785	0.0167623447269049	0.241096360445169	58.55	120.16	7.36	0
CG1503_FBgn0031157_Up	chrX	21104369	21108369	4001	*	5.33177100163405	6.28146804439149	1.46471325661641	0.35925244139832	0.0167673939133557	0.241096360445169	37.08	118.49	5.52	0
lt_FBgn0002566_notChanged	chr2L	22922795	22945135	22341	*	8.85094854719648	8.36411171418459	9.21430136811224	-0.218299872427119	0.0168308429322557	0.241096360445169	251.78	407.21	615.5	572.49
apolpp_FBgn0087002_notChanged	chr4	1058969	1079273	20305	*	9.78438446855376	9.54785032086481	9.98754560765159	-0.223765493451497	0.0169439626069627	0.241670570113964	685.08	811.92	1060.79	969.6
CG32719_FBgn0052719_Down	chrX	7545992	7549992	4001	*	5.16307146699762	6.10640461582223	1.46471325661641	0.335699019947819	0.0171746225510024	0.243909124554794	46.84	90.95	5.52	0
lncRNA:CR44526_FBgn0265719_notChanged	chr3L	8690703	8695191	4489	*	6.6929356332383	7.2290540770979	5.83026634589868	0.179474376772677	0.0174160865227591	0.246281326084658	141.5	158.54	71.76	42.03
CG43245_FBgn0262890_notChanged	chr3L	10769925	10775399	5475	*	8.38917893740654	8.11776438431434	8.617527515072	-0.226816980819674	0.0175466524429064	0.247071799717349	263.49	292.06	375.37	410.16
CG4788_FBgn0032354_notChanged	chr2L	11177032	11182430	5399	*	9.5258804296777	9.15044685042553	9.82351359382352	-0.226005236187996	0.0176656150504334	0.247398834261565	529.91	606.64	749.82	1062.36
CrebB_FBgn0265784_notChanged	chrX	18364357	18392344	27988	*	9.54868883546843	9.78505227213411	9.2658648865329	0.227180799750096	0.0177728243654087	0.247398834261565	774.86	989.65	610.9	620.31
step_FBgn0086779_notChanged	chr2L	21755466	21763000	7535	*	9.20936230591441	8.96875758864798	9.41551729804222	-0.222138392329113	0.0177941742382147	0.247398834261565	471.36	530.71	644.02	721.77
asRNA:CR43629_FBgn0263620_notChanged	chr3R	4450705	4456295	5591	*	8.41675143136066	8.66310856034763	8.11948325630179	0.227001728219819	0.0180189337377672	0.248896621919751	377.67	433.08	295.33	260.88
alpha-Man-Ia_FBgn0259170_notChanged	chrX	10323958	10349794	25837	*	8.87526470557629	9.25476496027231	8.35885370360042	0.210145018487211	0.0180523388518405	0.248896621919751	461.6	760.18	355.13	301.46
ova_FBgn0032197_notChanged	chr2L	10229692	10244172	14481	*	10.316820934762	10.1292693815065	10.4827718356848	-0.2058238226347	0.018637865818645	0.255903311177993	1050.06	1189.92	1376.36	1485.57
asRNA:CR45164_FBgn0266657_Up	chr3L	23147530	23152668	5139	*	9.78821972322615	9.49448176352257	10.0321499606728	-0.224644287901297	0.0188182776815555	0.256962203578432	747.53	695.09	907.15	1187
CG43799_FBgn0264343_notChanged	chr2L	7225734	7230641	4908	*	3.93273310073697	4.93273310073697	0	0.588856010355525	0.0188702978149166	0.256962203578432	12.69	48.4	0	0
lncRNA:CR44662_FBgn0265873_notChanged	chrX	15079255	15118542	39288	*	8.97034895047505	9.45702367642944	8.23046738792452	0.181888295620762	0.0192258686508115	0.260360563368407	469.4	936.25	371.69	228.99
Tsp5D_FBgn0029837_notChanged	chrX	6072857	6083372	10516	*	7.37140907126669	7.87123456564402	6.60027697497221	0.179207017658971	0.0192772251511815	0.260360563368407	179.56	288.72	118.68	75.37
